12-2 	 900.000000 
12-4 	 890.000000 
12-6 	 900.000000 
12-8 	 860.000000 
12-10 	 840.000000 
12-12 	 890.000000 
12-14 	 850.000000 
12-16 	 870.000000 
12-18 	 850.000000 
12-20 	 820.000000 
12-22 	 840.000000 
12-24 	 870.000000 
12-26 	 940.000000 
12-28 	 870.000000 
12-30 	 830.000000 
12-32 	 860.000000 
12-34 	 850.000000 
12-36 	 870.000000 
12-38 	 870.000000 
12-40 	 820.000000 
12-42 	 0.000000 
12-44 	 0.000000 
12-46 	 0.000000 
12-48 	 0.000000 
13-2 	 900.000000 
13-4 	 850.000000 
13-6 	 870.000000 
13-8 	 900.000000 
13-10 	 900.000000 
13-12 	 840.000000 
13-14 	 880.000000 
13-16 	 940.000000 
13-18 	 900.000000 
13-20 	 890.000000 
13-22 	 870.000000 
13-24 	 950.000000 
13-26 	 800.000000 
13-28 	 830.000000 
13-30 	 900.000000 
13-32 	 820.000000 
13-34 	 900.000000 
13-36 	 800.000000 
13-38 	 850.000000 
13-40 	 900.000000 
13-42 	 900.000000 
13-44 	 900.000000 
13-46 	 900.000000 
13-48 	 900.000000 
14-2 	 870.000000 
14-4 	 860.000000 
14-6 	 830.000000 
14-8 	 870.000000 
14-10 	 800.000000 
14-12 	 870.000000 
14-14 	 890.000000 
14-16 	 870.000000 
14-18 	 890.000000 
14-20 	 800.000000 
14-22 	 830.000000 
14-24 	 900.000000 
14-26 	 860.000000 
14-28 	 840.000000 
14-30 	 900.000000 
14-32 	 910.000000 
14-34 	 900.000000 
14-36 	 860.000000 
14-38 	 910.000000 
14-40 	 900.000000 
14-42 	 900.000000 
14-44 	 900.000000 
14-46 	 900.000000 
14-48 	 900.000000 
15-2 	 890.000000 
15-4 	 850.000000 
15-6 	 820.000000 
15-8 	 820.000000 
15-10 	 900.000000 
15-12 	 820.000000 
15-14 	 900.000000 
15-16 	 810.000000 
15-18 	 820.000000 
15-20 	 880.000000 
15-22 	 860.000000 
15-24 	 960.000000 
15-26 	 860.000000 
15-28 	 830.000000 
15-30 	 890.000000 
15-32 	 920.000000 
15-34 	 880.000000 
BAD 	 0.000000 
15-38 	 830.000000 
15-40 	 900.000000 
15-36 	 820.000000 
15-44 	 0.000000 
15-46 	 0.000000 
15-48 	 0.000000 
16-2 	 800.000000 
16-4 	 820.000000 
16-6 	 940.000000 
16-8 	 950.000000 
16-10 	 800.000000 
16-12 	 860.000000 
16-14 	 930.000000 
16-16 	 960.000000 
16-18 	 960.000000 
16-20 	 800.000000 
16-22 	 960.000000 
16-24 	 830.000000 
16-26 	 980.000000 
16-28 	 980.000000 
16-30 	 900.000000 
16-32 	 880.000000 
16-34 	 800.000000 
16-36 	 1000.000000 
16-38 	 970.000000 
16-40 	 900.000000 
16-42 	 900.000000 
16-44 	 900.000000 
16-46 	 900.000000 
16-48 	 900.000000 
2-2 	 900.000000 
2-4 	 900.000000 
2-6 	 900.000000 
2-8 	 900.000000 
2-10 	 900.000000 
2-12 	 900.000000 
2-14 	 900.000000 
2-16 	 900.000000 
2-18 	 900.000000 
2-20 	 900.000000 
2-22 	 900.000000 
2-24 	 900.000000 
2-26 	 900.000000 
2-28 	 900.000000 
2-30 	 900.000000 
2-32 	 900.000000 
2-34 	 900.000000 
2-36 	 900.000000 
2-38 	 900.000000 
2-40 	 900.000000 
2-42 	 900.000000 
2-44 	 900.000000 
2-46 	 900.000000 
2-48 	 900.000000 
3-2 	 900.000000 
3-4 	 900.000000 
3-6 	 900.000000 
3-8 	 900.000000 
3-10 	 900.000000 
3-12 	 900.000000 
3-14 	 900.000000 
3-16 	 900.000000 
3-18 	 900.000000 
3-20 	 900.000000 
3-22 	 900.000000 
3-24 	 900.000000 
3-26 	 900.000000 
3-28 	 900.000000 
3-30 	 900.000000 
3-32 	 900.000000 
3-34 	 900.000000 
3-36 	 900.000000 
3-38 	 900.000000 
3-40 	 900.000000 
3-42 	 900.000000 
3-44 	 900.000000 
3-46 	 900.000000 
3-48 	 900.000000 
5-2 	 850.000000 
5-4 	 900.000000 
5-6 	 850.000000 
5-8 	 850.000000 
5-10 	 800.000000 
5-12 	 900.000000 
5-14 	 860.000000 
5-16 	 840.000000 
5-18 	 840.000000 
5-20 	 910.000000 
5-22 	 840.000000 
5-24 	 870.000000 
5-26 	 880.000000 
5-28 	 880.000000 
5-30 	 930.000000 
5-32 	 900.000000 
5-34 	 860.000000 
5-36 	 820.000000 
5-38 	 860.000000 
5-40 	 800.000000 
5-42 	 900.000000 
5-44 	 900.000000 
5-46 	 900.000000 
5-48 	 900.000000 
4-2 	 900.000000 
4-4 	 900.000000 
4-6 	 900.000000 
4-8 	 900.000000 
4-10 	 900.000000 
4-12 	 900.000000 
4-14 	 900.000000 
4-16 	 900.000000 
4-18 	 900.000000 
4-20 	 900.000000 
4-22 	 900.000000 
4-24 	 900.000000 
4-26 	 900.000000 
4-28 	 900.000000 
4-30 	 900.000000 
4-32 	 900.000000 
4-34 	 900.000000 
4-36 	 900.000000 
4-38 	 900.000000 
4-40 	 900.000000 
4-42 	 900.000000 
4-44 	 900.000000 
4-46 	 900.000000 
4-48 	 900.000000 
6-2 	 900.000000 
6-4 	 900.000000 
6-6 	 900.000000 
6-8 	 900.000000 
6-10 	 820.000000 
6-12 	 900.000000 
6-14 	 910.000000 
6-16 	 850.000000 
6-18 	 870.000000 
6-20 	 840.000000 
6-22 	 840.000000 
6-24 	 870.000000 
6-26 	 900.000000 
6-28 	 880.000000 
6-30 	 900.000000 
6-32 	 900.000000 
6-34 	 910.000000 
6-36 	 850.000000 
6-38 	 820.000000 
6-40 	 900.000000 
6-42 	 900.000000 
6-44 	 900.000000 
6-46 	 900.000000 
6-48 	 900.000000 
BAD 	 0.000000 
BAD 	 0.000000 
7-6 	 820.000000 
BAD 	 0.000000 
7-10 	 900.000000 
7-12 	 900.000000 
7-14 	 810.000000 
BAD 	 0.000000 
7-18 	 900.000000 
7-20 	 900.000000 
7-22 	 810.000000 
7-24 	 930.000000 
7-26 	 930.000000 
7-28 	 810.000000 
7-30 	 800.000000 
7-32 	 870.000000 
7-34 	 850.000000 
7-36 	 800.000000 
7-38 	 830.000000 
7-40 	 900.000000 
7-2 	 900.000000 
7-4 	 860.000000 
7-8 	 810.000000 
BAD 	 900.000000 
8-2 	 970.000000 
8-4 	 900.000000 
8-6 	 930.000000 
8-8 	 820.000000 
8-10 	 850.000000 
8-12 	 920.000000 
8-14 	 900.000000 
8-16 	 900.000000 
8-18 	 900.000000 
8-20 	 900.000000 
8-22 	 900.000000 
8-24 	 900.000000 
8-26 	 900.000000 
8-28 	 840.000000 
8-30 	 960.000000 
8-32 	 920.000000 
8-34 	 930.000000 
8-36 	 900.000000 
8-38 	 830.000000 
BAD 	 900.000000 
8-40 	 0.000000 
8-44 	 0.000000 
8-46 	 0.000000 
8-48 	 0.000000 
9-2 	 920.000000 
9-4 	 900.000000 
BAD 	 0.000000 
9-8 	 810.000000 
9-10 	 930.000000 
9-12 	 900.000000 
9-14 	 900.000000 
9-16 	 830.000000 
9-18 	 810.000000 
9-20 	 820.000000 
9-22 	 860.000000 
9-24 	 850.000000 
9-26 	 820.000000 
9-28 	 810.000000 
9-30 	 900.000000 
9-32 	 850.000000 
9-34 	 960.000000 
9-36 	 830.000000 
9-38 	 820.000000 
BAD 	 0.000000 
9-6 	 810.000000 
9-40 	 900.000000 
9-46 	 0.000000 
9-48 	 0.000000 
10-2 	 900.000000 
10-4 	 900.000000 
10-6 	 900.000000 
10-8 	 900.000000 
10-10 	 910.000000 
10-12 	 910.000000 
10-14 	 950.000000 
10-16 	 900.000000 
10-18 	 870.000000 
10-20 	 910.000000 
10-22 	 950.000000 
10-24 	 950.000000 
10-26 	 870.000000 
10-28 	 870.000000 
10-30 	 900.000000 
10-32 	 870.000000 
10-34 	 880.000000 
10-36 	 900.000000 
10-38 	 900.000000 
10-40 	 900.000000 
10-42 	 900.000000 
10-44 	 900.000000 
10-46 	 900.000000 
10-48 	 900.000000 
11-2 	 880.000000 
11-4 	 890.000000 
BAD 	 0.000000 
11-8 	 820.000000 
11-6 	 850.000000 
11-12 	 930.000000 
11-14 	 900.000000 
11-16 	 860.000000 
11-18 	 810.000000 
11-20 	 970.000000 
11-22 	 890.000000 
11-24 	 930.000000 
11-26 	 820.000000 
11-28 	 800.000000 
11-30 	 900.000000 
11-32 	 870.000000 
11-34 	 890.000000 
11-36 	 880.000000 
11-38 	 810.000000 
11-40 	 810.000000 
11-10 	 920.000000 
11-44 	 0.000000 
11-46 	 0.000000 
11-48 	 0.000000 
